title,available_globally?,release_date,hours_viewed,month,year,season_number,show_name
I Am Georgina: Season 2 // Soy Georgina: Temporada 2,Yes,2023-03-24,51600000,March,2023.0,2,I Am Georgina // Soy Georgina: Temporada 2
The Blacklist: Season 5,No,,51600000,,,5,The Blacklist
Little Women: Limited Series // 작은 아씨들: 리미티드 시리즈,No,2022-09-03,51300000,September,2022.0,,Little Women: Limited Series // 작은 아씨들: 리미티드 시리즈
Grey's Anatomy: Season 2,No,,51200000,,,2,Grey's Anatomy
The Walking Dead: Season 9,No,,51200000,,,9,The Walking Dead
The Office (U.S.): Season 3,No,,51000000,,,3,The Office (U.S.)
The Last Kingdom: Season 1,Yes,2015-12-28,50900000,December,2015.0,1,The Last Kingdom
The Endless Night: Limited Series // Todo Dia a Mesma Noite: Minissérie,Yes,2023-01-25,50800000,January,2023.0,,The Endless Night: Limited Series // Todo Dia a Mesma Noite: Minissérie
Faithfully Yours,No,2023-05-17,50600000,May,2023.0,,Faithfully Yours
Masha and the Bear: Season 3,No,,50400000,,,3,Masha and the Bear
Masha and the Bear: Season 5,No,,50300000,,,5,Masha and the Bear
The Office (U.S.): Season 5,No,,50100000,,,5,The Office (U.S.)
2 Hearts,No,,50000000,,,,2 Hearts
Suits (2011): Season 6,Yes,,50000000,,,6,Suits (2011)
Tin & Tina,Yes,2023-05-26,49700000,May,2023.0,,Tin & Tina
The Blacklist: Season 6,No,,49600000,,,6,The Blacklist
Friends (1994): Season 6,No,,49400000,,,6,Friends (1994)
Love Is Blind: Brazil: Season 2 // Casamento às Cegas: Brasil: Temporada 2,Yes,2022-12-28,49300000,December,2022.0,2,Love Is Blind: Brazil // Casamento às Cegas: Brasil: Temporada 2
VINLAND SAGA: Season 1 // ヴィンランド・サガ: シーズン1,Yes,,49300000,,,1,VINLAND SAGA // ヴィンランド・サガ: シーズン1
"Newly Rich, Newly Poor: Season 1 // Nuevo rico, nuevo pobre: Temporada 1",No,,49200000,,,1,"Newly Rich, Newly Poor // Nuevo rico, nuevo pobre: Temporada 1"
The Lincoln Lawyer: Season 1,Yes,2022-05-13,49200000,May,2022.0,1,The Lincoln Lawyer
Brooklyn Nine-Nine: Season 4,No,,48900000,,,4,Brooklyn Nine-Nine
Cobra Kai: Season 5,Yes,2022-09-09,48900000,September,2022.0,5,Cobra Kai
Orange Is the New Black: Season 1,Yes,2013-07-11,48800000,July,2013.0,1,Orange Is the New Black
El final del paraíso: Season 1,No,,48600000,,,1,El final del paraíso
Shooter: Season 1,No,2016-11-16,48600000,November,2016.0,1,Shooter
Brooklyn Nine-Nine: Season 5,No,,48500000,,,5,Brooklyn Nine-Nine
Rosario Tijeras (Mexico): Season 1,No,,48500000,,,1,Rosario Tijeras (Mexico)
The Smurfs (2021): Season 1,No,,48400000,,,1,The Smurfs (2021)
Emily in Paris: Season 1,Yes,2020-10-02,48300000,October,2020.0,1,Emily in Paris
The Magician's Elephant,Yes,2023-03-17,48300000,March,2023.0,,The Magician's Elephant
Friends (1994): Season 5,No,,48200000,,,5,Friends (1994)
Shrek,No,,48100000,,,,Shrek
Suits (2011): Season 7,Yes,,48100000,,,7,Suits (2011)
Teen Titans Go!: Season 5,No,,48100000,,,5,Teen Titans Go!
American Manhunt: The Boston Marathon Bombing: Limited Series,Yes,2023-04-12,47900000,April,2023.0,,American Manhunt: The Boston Marathon Bombing: Limited Series
Twenty Five Twenty One: Season 1 // 스물다섯 스물하나: 시즌 1,Yes,2022-02-12,47800000,February,2022.0,1,Twenty Five Twenty One // 스물다섯 스물하나: 시즌 1
Shrek 2,No,,47500000,,,,Shrek 2
JUNG_E // 정이,Yes,2023-01-20,47100000,January,2023.0,,JUNG_E // 정이
Friends (1994): Season 3,No,,46900000,,,3,Friends (1994)
The School for Good and Evil,Yes,2022-10-19,46900000,October,2022.0,,The School for Good and Evil
Puss in Boots (2011),No,,46600000,,,,Puss in Boots (2011)
The Thundermans: Season 2,No,,46500000,,,2,The Thundermans
Friends (1994): Season 1,No,,46400000,,,1,Friends (1994)
Teen Titans Go!: Season 1,No,,46400000,,,1,Teen Titans Go!
Rana Naidu: Season 1 // राणा नायडू: सीज़न 1,Yes,2023-03-10,46300000,March,2023.0,1,Rana Naidu // राणा नायडू: सीज़न 1
From Scratch: Limited Series,Yes,2022-10-21,46200000,October,2022.0,,From Scratch: Limited Series
Bake Squad: Season 2,Yes,2023-01-20,46100000,January,2023.0,2,Bake Squad
Friends (1994): Season 7,No,,46100000,,,7,Friends (1994)
Under the Queen's Umbrella: Limited Series // 슈룹: 리미티드 시리즈,Yes,2022-10-15,46100000,October,2022.0,,Under the Queen's Umbrella: Limited Series // 슈룹: 리미티드 시리즈
Ganglands: Season 2 // Braqueurs : La série: Saison 2,Yes,2023-02-17,46000000,February,2023.0,2,Ganglands // Braqueurs : La série: Saison 2
The Queen's Gambit: Limited Series,Yes,2020-10-23,45900000,October,2020.0,,The Queen's Gambit: Limited Series
Virgin River: Season 4,Yes,2022-07-20,45900000,July,2022.0,4,Virgin River
Gabby's Dollhouse: Season 7,Yes,2023-03-20,45800000,March,2023.0,7,Gabby's Dollhouse
A Beautiful Life,Yes,2023-06-01,45700000,June,2023.0,,A Beautiful Life
Peppa Pig: Season 6,No,,45700000,,,6,Peppa Pig
Copycat Killer: Season 1 // 模仿犯: 第 1 季,Yes,2023-03-31,45600000,March,2023.0,1,Copycat Killer // 模仿犯: 第 1 季
Avatar: The Last Airbender: Book 1,No,,45500000,,,,Avatar: The Last Airbender: Book 1
Friends (1994): Season 9,No,,45400000,,,9,Friends (1994)
Peaky Blinders: Season 2,No,2014-11-14,45400000,November,2014.0,2,Peaky Blinders
The Flash (2014): Season 2,No,,45400000,,,2,The Flash (2014)
Boys Over Flowers: Volume 1 // 꽃보다 남자: 1권,No,,45300000,,,,Boys Over Flowers: Volume 1 // 꽃보다 남자: 1권
The Office (U.S.): Season 2,No,,45300000,,,2,The Office (U.S.)
Transatlantic: Limited Series,Yes,2023-04-07,45300000,April,2023.0,,Transatlantic: Limited Series
Friends (1994): Season 4,No,,45200000,,,4,Friends (1994)
Masha and the Bear: Season 2,No,,45100000,,,2,Masha and the Bear
Friends (1994): Season 8,No,,44900000,,,8,Friends (1994)
The Woman King,No,,44900000,,,,The Woman King
Love Island USA: Season 2,No,,44800000,,,2,Love Island USA
Money Heist: Part 5 // La casa de papel: Parte 5,Yes,2021-09-03,44700000,September,2021.0,,Money Heist: Part 5 // La casa de papel: Parte 5
The Walking Dead: Season 1,No,,44600000,,,1,The Walking Dead
Grey's Anatomy: Season 3,No,,44300000,,,3,Grey's Anatomy
S.W.A.T. (2017): Season 3,No,,44200000,,,3,S.W.A.T. (2017)
Las muñecas de la mafia: Season 1,No,2015-07-01,44000000,July,2015.0,1,Las muñecas de la mafia
Lucifer: Season 4,No,2019-05-08,44000000,May,2019.0,4,Lucifer
Better Call Saul: Season 5,No,2020-02-24,43900000,February,2020.0,5,Better Call Saul
Teen Wolf (2011): Season 3,No,,43900000,,,3,Teen Wolf (2011)
Friends (1994): Season 2,No,,43800000,,,2,Friends (1994)
In Love All Over Again: Season 1 // Todas las veces que nos enamoramos: Season 1,Yes,2023-02-14,43800000,February,2023.0,1,In Love All Over Again // Todas las veces que nos enamoramos
PIECES OF HER: Season 1,Yes,2022-03-04,43800000,March,2022.0,1,PIECES OF HER
F9: The Fast Saga,No,,43700000,,,,F9: The Fast Saga
The 100: Season 1,No,,43600000,,,1,The 100
The Blacklist: Season 7,No,,43500000,,,7,The Blacklist
Vikings (2013): Season 5,No,,43400000,,,5,Vikings (2013)
Shameless (U.S.): Season 2,No,,43300000,,,2,Shameless (U.S.)
The Office (U.S.): Season 6,No,,43300000,,,6,The Office (U.S.)
El Chema: Season 1,No,,43200000,,,1,El Chema
Rosario Tijeras (Mexico): Season 2,No,,43200000,,,2,Rosario Tijeras (Mexico)
Santiago of the Seas: Season 1,No,,43200000,,,1,Santiago of the Seas
Seinfeld: Season 6,Yes,,43200000,,,6,Seinfeld
Inside Man: Season 1,Yes,2022-10-31,43100000,October,2022.0,1,Inside Man
The Last Kingdom: Season 4,No,2020-04-26,42900000,April,2020.0,4,The Last Kingdom
Through My Window 2: Across the Sea // A través de mi ventana 2: A través del mar,Yes,2023-06-23,42900000,June,2023.0,,Through My Window 2: Across the Sea // A través de mi ventana 2: A través del mar
CoComelon: Season 6,Yes,2022-09-05,42800000,September,2022.0,6,CoComelon
Seinfeld: Season 4,Yes,,42800000,,,4,Seinfeld
Valeria: Season 3,Yes,2023-06-02,42800000,June,2023.0,3,Valeria
Pokémon The Series: Indigo League: Season 1 // ポケットモンスター,No,,42700000,,,1,Pokémon The Series: Indigo League // ポケットモンスター
Purple Hearts,Yes,2022-07-29,42700000,July,2022.0,,Purple Hearts
The Last Kingdom: Season 3,Yes,2018-11-19,42700000,November,2018.0,3,The Last Kingdom
Waco: American Apocalypse: Limited Series,Yes,2023-03-22,42700000,March,2023.0,,Waco: American Apocalypse: Limited Series
Gabby's Dollhouse: Season 2,Yes,2021-08-10,42600000,August,2021.0,2,Gabby's Dollhouse
Too Hot to Handle: Season 4,Yes,2022-12-07,42600000,December,2022.0,4,Too Hot to Handle
Guillermo del Toro’s Pinocchio,Yes,2022-12-09,42500000,December,2022.0,,Guillermo del Toro’s Pinocchio
Unlocked // 스마트폰을 떨어뜨렸을 뿐인데,Yes,2023-02-17,42500000,February,2023.0,,Unlocked // 스마트폰을 떨어뜨렸을 뿐인데
The Crown: Season 1,Yes,2016-11-04,42400000,November,2016.0,1,The Crown
Arrow: Season 1,No,,42300000,,,1,Arrow
Blippi's Adventures: Season 1,Yes,,42100000,,,1,Blippi's Adventures
The Good Doctor: Season 4,No,,42100000,,,4,The Good Doctor
Lucifer: Season 6,No,2021-09-10,41800000,September,2021.0,6,Lucifer
"Pamela, a love story",Yes,2023-01-31,41800000,January,2023.0,,"Pamela, a love story"
Chor Nikal Ke Bhaga // चोर निकल के भागा,Yes,2023-03-24,41700000,March,2023.0,,Chor Nikal Ke Bhaga // चोर निकल के भागा
Seinfeld: Season 7,Yes,,41700000,,,7,Seinfeld
The Garfield Show: Season 1,No,,41500000,,,1,The Garfield Show
Agency: Season 1 // 대행사: 시즌 1,No,,41400000,,,1,Agency // 대행사: 시즌 1
White Chicks,No,,41400000,,,,White Chicks
Wellmania: Season 1,Yes,2023-03-29,41300000,March,2023.0,1,Wellmania
Seinfeld: Season 3,Yes,,41200000,,,3,Seinfeld
The Creature Cases: Chapter 1,Yes,2022-04-12,41200000,April,2022.0,,The Creature Cases: Chapter 1
Maestro in Blue: Season 1 // Maestro: Season 1,Yes,2022-12-18,41100000,December,2022.0,1,Maestro in Blue // Maestro
Turbo (2013),No,,41100000,,,,Turbo (2013)
McGREGOR FOREVER: Limited Series,Yes,2023-05-17,41000000,May,2023.0,,McGREGOR FOREVER: Limited Series
Black Money Love: Season 1 // Kara Para Ask: Sezon 1,No,,40900000,,,1,Black Money Love // Kara Para Ask: Sezon 1
Bloodshot (2020),No,,40900000,,,,Bloodshot (2020)
The Flash (2014): Season 8,No,,40900000,,,8,The Flash (2014)
El Chapo: Season 1,Yes,2017-06-16,40600000,June,2017.0,1,El Chapo
Shameless (U.S.): Season 3,No,,40600000,,,3,Shameless (U.S.)
Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc // 鬼滅の刃: 刀鍛冶の里編,No,,40500000,,,,Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc // 鬼滅の刃: 刀鍛冶の里編
Jane The Virgin: Season 2,No,,40400000,,,2,Jane The Virgin
The Snitch Cartel: Origins: Season 1 // El cartel de los sapos: El origen: Temporada 1,No,2021-07-28,40400000,July,2021.0,1,The Snitch Cartel: Origins // El cartel de los sapos: El origen: Temporada 1
Guillermo del Toro's Cabinet of Curiosities: Season 1,Yes,2022-10-25,40300000,October,2022.0,1,Guillermo del Toro's Cabinet of Curiosities
Pokémon Journeys: The Series: Season 1,No,,40300000,,,1,Pokémon Journeys: The Series
Seinfeld: Season 5,Yes,,40300000,,,5,Seinfeld
Shrek Forever After,No,,40300000,,,,Shrek Forever After
The 100: Season 2,No,,40300000,,,2,The 100
Unsolved Mysteries: Volume 3,Yes,2022-10-18,40300000,October,2022.0,,Unsolved Mysteries: Volume 3
Better Call Saul: Season 3,No,2017-04-11,40200000,April,2017.0,3,Better Call Saul
The Last Kingdom: Season 2,Yes,2017-03-20,40200000,March,2017.0,2,The Last Kingdom
Too Hot to Handle: Germany: Season 1,Yes,2023-02-28,40200000,February,2023.0,1,Too Hot to Handle: Germany
Avatar: The Last Airbender: Book 3,No,,40100000,,,,Avatar: The Last Airbender: Book 3
Our Planet,Yes,2019-04-05,40100000,April,2019.0,,Our Planet
H2O: Just Add Water: Season 1,No,,40000000,,,1,H2O: Just Add Water
The King: Eternal Monarch: Season 1 // 더 킹: 영원의 군주: 시즌 1,Yes,2020-04-17,39900000,April,2020.0,1,The King: Eternal Monarch // 더 킹: 영원의 군주: 시즌 1
The Office (U.S.): Season 7,No,,39900000,,,7,The Office (U.S.)
Grey's Anatomy: Season 5,No,,39800000,,,5,Grey's Anatomy
Emergency: NYC: Season 1,Yes,2023-03-29,39700000,March,2023.0,1,Emergency: NYC
In the Name of God: A Holy Betrayal: Season 1 // 나는 신이다: 신이 배신한 사람들: 시즌 1,Yes,2023-03-03,39700000,March,2023.0,1,In the Name of God: A Holy Betrayal // 나는 신이다: 신이 배신한 사람들: 시즌 1
Better Call Saul: Season 2,No,2016-02-15,39500000,February,2016.0,2,Better Call Saul
Gabby's Dollhouse: Season 6,Yes,2022-11-01,39500000,November,2022.0,6,Gabby's Dollhouse
Infiesto,Yes,2023-02-03,39500000,February,2023.0,,Infiesto
Sanctuary: Season 1 // サンクチュアリ -聖域-: シーズン1,No,2023-05-04,39400000,May,2023.0,1,Sanctuary // サンクチュアリ -聖域-: シーズン1
Suits (2011): Season 8,No,,39400000,,,8,Suits (2011)
Ganglands: Season 1 // Braqueurs : La série: Saison 1,Yes,2021-09-24,39300000,September,2021.0,1,Ganglands // Braqueurs : La série: Saison 1
The Hunger Games,No,,39300000,,,,The Hunger Games
Trolley: Limited Series // 트롤리: 리미티드 시리즈,Yes,2022-12-19,39200000,December,2022.0,,Trolley: Limited Series // 트롤리: 리미티드 시리즈
High Heat: Season 1 // Donde hubo fuego: Season 1,Yes,2022-08-17,39100000,August,2022.0,1,High Heat // Donde hubo fuego
Rosario Tijeras (Mexico): Season 3,No,,38900000,,,3,Rosario Tijeras (Mexico)
The Sinner: Season 4: Percy,No,2022-01-26,38900000,January,2022.0,4,The Sinner: Percy
Avatar: The Last Airbender: Book 2,No,,38700000,,,,Avatar: The Last Airbender: Book 2
Ozark: Season 4,Yes,2022-01-21,38700000,January,2022.0,4,Ozark
Shark Tale,No,,38700000,,,,Shark Tale
The Hatchet Wielding Hitchhiker,Yes,2023-01-10,38700000,January,2023.0,,The Hatchet Wielding Hitchhiker
6 Underground,Yes,2019-12-13,38600000,December,2019.0,,6 Underground
Better Call Saul: Season 4,No,2018-08-07,38600000,August,2018.0,4,Better Call Saul
Narcos: Season 2,Yes,2016-09-02,38600000,September,2016.0,2,Narcos
Grey's Anatomy: Season 6,No,,38400000,,,6,Grey's Anatomy
Mother's Day // Dzień Matki,Yes,2023-05-24,38300000,May,2023.0,,Mother's Day // Dzień Matki
Orange Is the New Black: Season 2,Yes,2014-06-06,38300000,June,2014.0,2,Orange Is the New Black
Vikings (2013): Season 6,No,,38300000,,,6,Vikings (2013)
El Chapo: Season 2,Yes,2017-12-15,38200000,December,2017.0,2,El Chapo
Brooklyn Nine-Nine: Season 6,No,,38100000,,,6,Brooklyn Nine-Nine
Queer Eye: Season 7,Yes,2023-05-12,38100000,May,2023.0,7,Queer Eye
Sleeping Dog: Limited Series // Schlafende Hunde: Miniserie,Yes,2023-06-22,38000000,June,2023.0,,Sleeping Dog: Limited Series // Schlafende Hunde: Miniserie
The Big Bang Theory: Season 4,No,,38000000,,,4,The Big Bang Theory
The Good Doctor: Season 2,No,,38000000,,,2,The Good Doctor
Cúmplices de um Resgate: Season 1,No,,37800000,,,1,Cúmplices de um Resgate
The Big Bang Theory: Season 6,No,,37800000,,,6,The Big Bang Theory
The Flash (2014): Season 3,No,,37700000,,,3,The Flash (2014)
The Good Doctor: Season 3,No,,37700000,,,3,The Good Doctor
Back to the Outback,Yes,2021-12-10,37600000,December,2021.0,,Back to the Outback
Booba: Season 4,Yes,,37600000,,,4,Booba
The Big Bang Theory: Season 7,No,,37600000,,,7,The Big Bang Theory
Vikings (2013): Season 1,No,,37600000,,,1,Vikings (2013)
As Aventuras de Poliana: Season 1,No,,37500000,,,1,As Aventuras de Poliana
The Big Bang Theory: Season 5,No,,37400000,,,5,The Big Bang Theory
The Rookie: Season 1,No,,37400000,,,1,The Rookie
Fauda: Season 1 // פאודה: עונה 1,Yes,2016-12-02,37300000,December,2016.0,1,Fauda // פאודה: עונה 1
Mr. Sunshine: Season 1 // 미스터 션샤인: 시즌 1,Yes,2018-07-07,37300000,July,2018.0,1,Mr. Sunshine // 미스터 션샤인: 시즌 1
2 Guns,No,,37100000,,,,2 Guns
"Lyle, Lyle, Crocodile",No,,37100000,,,,"Lyle, Lyle, Crocodile"
Money Heist: Part 2 // La casa de papel: Parte 2,Yes,2017-11-30,37100000,November,2017.0,,Money Heist: Part 2 // La casa de papel: Parte 2
Outlander: Season 2,No,2016-04-10,37100000,April,2016.0,2,Outlander
Queens on the Run // Fuga de reinas,No,2023-04-14,37100000,April,2023.0,,Queens on the Run // Fuga de reinas
Shameless (U.S.): Season 4,No,,37100000,,,4,Shameless (U.S.)
S.W.A.T. (2017): Season 4,No,,37000000,,,4,S.W.A.T. (2017)
Peaky Blinders: Season 6,No,2022-06-10,36900000,June,2022.0,6,Peaky Blinders
Seinfeld: Season 8,Yes,,36900000,,,8,Seinfeld
The Mitchells vs. The Machines,Yes,2021-04-30,36900000,April,2021.0,,The Mitchells vs. The Machines
PJ Masks: Season 4,No,,36700000,,,4,PJ Masks
All For Love: Season 1 // Amar y vivir: Temporada 1,No,2020-06-26,36600000,June,2020.0,1,All For Love // Amar y vivir: Temporada 1
Glamorous: Season 1,Yes,2023-06-22,36600000,June,2023.0,1,Glamorous
Meekah: Season 1,Yes,,36600000,,,1,Meekah
Peaky Blinders: Season 3,No,2016-05-31,36600000,May,2016.0,3,Peaky Blinders
Troll,Yes,2022-12-01,36600000,December,2022.0,,Troll
Rebelde Way (2002): Temporada 1,No,,36500000,,,,Rebelde Way (2002): Temporada 1
The Big Bang Theory: Season 8,No,,36400000,,,8,The Big Bang Theory
Thicker Than Water: Season 1 // Jusqu'ici tout va bien: Saison 1,Yes,2023-04-07,36300000,April,2023.0,1,Thicker Than Water // Jusqu'ici tout va bien: Saison 1
Chris Rock: Selective Outrage,Yes,2023-03-04,36200000,March,2023.0,,Chris Rock: Selective Outrage
Daughter From Another Mother: Season 3 // Madre solo hay dos: Temporada 3,Yes,2022-12-25,36200000,December,2022.0,3,Daughter From Another Mother // Madre solo hay dos: Temporada 3
Grown Ups (2010),No,,36200000,,,,Grown Ups (2010)
Let Him Go,No,,36200000,,,,Let Him Go
Outlander: Season 6,No,2022-03-07,36200000,March,2022.0,6,Outlander
Against the Ropes: Season 1 // Contra las cuerdas: Temporada 1,No,2023-01-25,36100000,January,2023.0,1,Against the Ropes // Contra las cuerdas: Temporada 1
Ozark: Season 1,Yes,2017-07-21,36100000,July,2017.0,1,Ozark
A Quiet Place Part II,No,,36000000,,,,A Quiet Place Part II
My Little Pony: Friendship Is Magic: Season 1,Yes,,36000000,,,1,My Little Pony: Friendship Is Magic
Power Rangers Dino Fury: Season 1,No,2021-06-14,36000000,June,2021.0,1,Power Rangers Dino Fury
Hotel Transylvania (2012),No,,35900000,,,,Hotel Transylvania (2012)
The Office (U.S.): Season 4,No,,35900000,,,4,The Office (U.S.)
Ancient Apocalypse: Season 1,Yes,2022-11-11,35800000,November,2022.0,1,Ancient Apocalypse
Missing (2023),No,,35800000,,,,Missing (2023)
Virgin River: Season 1,Yes,2019-12-06,35800000,December,2019.0,1,Virgin River
Queen Cleopatra: Limited Series,Yes,2023-05-10,35700000,May,2023.0,,Queen Cleopatra: Limited Series
Shameless (U.S.): Season 5,No,,35600000,,,5,Shameless (U.S.)
Record of Ragnarok: Season 1 // 終末のワルキューレ: シーズン1,No,2021-06-17,35500000,June,2021.0,1,Record of Ragnarok // 終末のワルキューレ: シーズン1
The Boss Baby: Back in the Crib: Season 1,Yes,2022-05-19,35500000,May,2022.0,1,The Boss Baby: Back in the Crib
Wish Dragon,Yes,2021-06-11,35400000,June,2021.0,,Wish Dragon
Unstable: Season 1,Yes,2023-03-30,35300000,March,2023.0,1,Unstable
Bling Empire: New York: Season 1,Yes,2023-01-20,35200000,January,2023.0,1,Bling Empire: New York
Grey's Anatomy: Season 8,No,,35200000,,,8,Grey's Anatomy
King the Land: Limited Series // 킹더랜드: 리미티드 시리즈,No,2023-06-17,35200000,June,2023.0,,King the Land: Limited Series // 킹더랜드: 리미티드 시리즈
The Big Bang Theory: Season 11,No,,35200000,,,11,The Big Bang Theory
Hospital Playlist: Season 1 // 슬기로운 의사생활: 시즌 1,Yes,2020-03-12,35000000,March,2020.0,1,Hospital Playlist // 슬기로운 의사생활: 시즌 1
Keep Breathing: Limited Series,Yes,2022-07-28,35000000,July,2022.0,,Keep Breathing: Limited Series
